plate,status,category,reviewer_comments,review_reason_code,customer_meaning
TRYNHYD,Rejected,Vulgar or degrading term,COULD BE TAKEN AS HOSTILE,2,I AM EMPLOYED AND AS A LAW ENFORCEMENT  OFFICER WHO TRACKS BOTH SUSPECTS AND  VICTIMS USING A BLOODHOUND.
TUBRUJA,Rejected,Swear word or profane,BRUJA MEANS WITCH/BITCH,3,"MY DAD AFFECTIONATELY REFERS TO MY AS  HIS WITCH, I HAVE GREEN HAIR. THIS MEANS  ""YOU WITCH"" IN SPANISH."
ULEWS,Rejected,Vulgar or degrading term,SOME COULD TAKE IT AS HOSTILE,2,
WAR64,Rejected,Vulgar or degrading term,"WAR, WEAPON REFERENCE",2,INITIALS AND YEAR OF CAR
IKUL5O,Rejected,Misrepresents law enforcement,"LOOKS/SOUNDS SIMILAR TO I KILL 5O, POLICE REFERENCE",5,
1MYERS3,Rejected,Vulgar or degrading term,"13, GANG REFERENCE",2,ONE MYERS BECAME 3 WHEN WE MARRIED.
1OG4RIL,Rejected,Vulgar or degrading term,"ONE OG FOR REAL, GANG REFERENCE",2,ONE OLD GUY FOR REAL
1WARDOG,Rejected,Vulgar or degrading term,"WAR, WEAPON REFERENCE",2,
11388,Rejected,Deleted from series,ALL DIGITS,6,
13QWK2O,Rejected,Vulgar or degrading term,"13, GANG REFERENCE",2,QUICK 1/4 MILE
2FS4CHP,Rejected,Misrepresents law enforcement,"TOO FAST FOR CHP, POLICE REFERENCE",5,2 FAST 4 CAMERON HANNAH AND PAPA
41717,Rejected,Deleted from series,ALL DIGITS,6,
52915,Rejected,Deleted from series,ALL DIGITS,6,MARRIAGE DATE
671X76O,Rejected,Vulgar or degrading term,AREA CODE,2,MOMS BIRTH MONTH AND YEAR X DADS BIRTH  MONTH AND YEAR
8DISNY8,Rejected,Vulgar or degrading term,"88, GANG REFERENCE",2,WE LOVE DISNEYLAND
8KLLBLL,Rejected,Vulgar or degrading term,"KILL BILL, SOME COULD TAKE IT AS HOSTILE",2,
8O5BLAK,Rejected,Vulgar or degrading term,AREA CODE,2,WBA7E2C51GG739069
9O27O,Rejected,Deleted from series,ALL DIGITS,6,HOMETOWN ZIP CODE
96713,Rejected,Vulgar or degrading term,"13, GANG REFERENCE",2,"ZIP CODE OF HANA, HAWAII"
LIONSFN,Rejected,Swear word or profane,FN CAN STAND FOR FUCKIN,3,
LUKEY13,Rejected,Vulgar or degrading term,"13, GANG REFERENCE",2,
ICOR137,Accepted,Vulgar or degrading term,"13, GANG REFERENCE",2,BIBLE VERSR 1 CORINTHIANS 13:7
GLORYG,Accepted,Vulgar or degrading term,"G, GANG REFERENCE",2,"MY NAME IS GLORIA GALBRAITH, THIS IS SHORT  VERSION OF MY NAME"
MIJEFE,Accepted,Vulgar or degrading term,JEFE IS A TERM COMMONLY USED BY GANGS AND CARTELS,2,"SPANISH WORDS MEANING ""MY BOSS,"" THE  NICKNAME I CALL MY DAD"
19TNT7,Rejected,Vulgar or degrading term,"TNT, WEAPON REFERENCE",2,
ATOBUN,Rejected,Sexual connotation,"BUN MEANS BUTT, SEXUAL REFERENCE",1,ROAD IN GERMANY
AYBECKY,Rejected,Sexual connotation,BECKY IS A SEXUAL REFERENCE TO ORAL SEX,1,NAME OF CAR
DDEEDZ,Rejected,Sexual connotation,"THE D COULD STAND FOR DICK, DICK DEEDZ",1,MY CLEANING BUSINESS IS CALLED DIRTEE DEEDZ
GNGZTOY,Rejected,Vulgar or degrading term,"GANGS TOY, GANG REFERENCE",2,"ABREVIATIONS OF OUR NAME WITH ""TOY"" FOR  TOYOTA TRUCK"
GSOLMAN,Rejected,Vulgar or degrading term,"G, GANG REFERENCE",2,FIRST INITIAL AND LAST NAME
QTBOOTY,Rejected,Sexual connotation,"BOOTY, SEXUAL REFERENCE",1,CUTE SHOES
REDPIXI,Accepted,Vulgar or degrading term,"RED, GANG REFERENCE",2,COLOR RED SMALL CAR
RKTGUY,Accepted,Vulgar or degrading term,"ROCKET, WEAPON REFERENCE",2,ROCKET GUY IS ME WHO DESIGNS ROCKETS.
SLOTSLV,Accepted,Swear word or profane,SIMILAR TO SLUTS LOVE,3,
URMOM81,Rejected,Vulgar or degrading term,"YOUR MOM, HOSTILE TERM",2,YOUR MOM
1ROYAL3,Rejected,Vulgar or degrading term,"13, GANG REFERENCE",2,
3BLUBRY,Accepted,Vulgar or degrading term,"BLUE, GANG REFERENCE",2,#3 BLUEBERRY (LIKE THE FRUIT BECAUSE I HAVE  A LITTLE BLUE CAR)
GONADS1,Rejected,Sexual connotation,GONADS IS ANOTHER WORD FOR BALLS,1,"MY SONS HOCKEY NICKNAME IS NADS,& THIS IS HIS FIRST CAR, SO WHY NOT HAVE  A FUN PLATE TO GO WITH THE CAR."
AAFP51,Rejected,Swear word or profane,AF CAN STAND FOR AS FUCK,3,AVIATION REFERENCE
AAKGHV,Accepted,Vulgar or degrading term,"AK, GUN REFERENCE",2,MY INITIALS AND COUNTRY OF BIRTH
ALLFNIN,Rejected,Swear word or profane,"FN CAN STAND FOR FUCKIN, ALL FUCKIN IN",3,ALL FUN IN CALIFORNIA
AMGG666,Accepted,Vulgar or degrading term,"666, SOME COULD FIND IT HOSTILE OR OFFENSIVE",2,NUMBERS MEAN GOOD LUCK
APRO415,Rejected,Vulgar or degrading term,AREA CODE,2,
BNZKILA,Rejected,Vulgar or degrading term,"KILLA, HOSTILE",2,PLATE IS IN HONOUR OF MY MOHTERS LATE  GRAND FATHER BENJAMIN ZIKILA
BUGTHUG,Rejected,Vulgar or degrading term,"THUG, GANG REFERENCE",2,BUG THUG - I WORK IN PEST CONTROL
CAAATSS,Accepted,Sexual connotation,"CAT, SEXUAL REFERENCE",1,I REALLY LOVE CATS.
CAN28O5,Accepted,Vulgar or degrading term,AREA CODE,2,LAST NAME AND AREA CODE OF BIRTH
CAPTNG,Rejected,Vulgar or degrading term,"G, GANG REFERENCE",2,
CATCOUG,Rejected,Sexual connotation,"CAT, SEXUAL REFERENCE",1,
CLANAOG,Rejected,Vulgar or degrading term,"OG, GANG REFERENCE",2,C LANA GO
DOCVAJJ,Rejected,Sexual connotation,"DOCTOR VAGINA, SEXUAL REFERENCE",1,KIDS NAMES
DRDUFUS,Rejected,Swear word or profane,SOME MIGHT TAKE OFFENSE TO DUFUS,3,STUPID PERSON DR. STUPID
D849O13,Rejected,Deleted from series,LOOK ALIKE,6,
EFFTEN,Rejected,Swear word or profane,EFF CAN MEAN FUCK,3,EFF TEN MEANS F10  THE CHASIS CODE FOR MY BMW
EVILVIP,Accepted,Vulgar or degrading term,EVIL CAN BE HOSTILE TO SOME,2,
EVL1LS,Accepted,Vulgar or degrading term,EVIL CAN BE HOSTILE TO SOME,2,"""EVL"" STANDS FOR ""EARL'S VICTORY LAP"" (MY NAME IS EARL). THE ""1LS"" IS  BECAUSE IT IS A STANDARD ""LS"" MODEL"
FLOPPYD,Rejected,Sexual connotation,"D COULD STAND FOR DICK, FLOPPY DICK",1,COMPUTER FLOPPY DISK
FNCRZIN,Rejected,Swear word or profane,FUCKING CRAZY,3,
GMAHLER,Rejected,Vulgar or degrading term,"G, GANG REFERENCE",2,
GPA2E,Accepted,Vulgar or degrading term,"G, GANG REFERENCE",2,GRANDPA TO EZRA
GRMAG,Rejected,Vulgar or degrading term,"G, GANG REFERENCE",2,GRAMA LOVES HER GRANDKIDS
JLKAE14,Rejected,Vulgar or degrading term,"14, GANG REFERENCE",2,FAMILY NAME
KILLEN1,Rejected,Vulgar or degrading term,"KILLEN, HOSTILE",2,MY LAST NAME
KRAPCHA,Rejected,Swear word or profane,"CRAP, OBSCENE",3,BABY NICKNAME PEACHFACE
K58335O,Rejected,Deleted from series,LOOK ALIKE,6,
LNDROKT,Accepted,Vulgar or degrading term,"ROCKET, WEAPON REFERENCE",2,LAND ROCKET
LUV9AS5,Rejected,Vulgar or degrading term,LOOKS LIKE LOVE ASS,2,
MARC916,Rejected,Vulgar or degrading term,AREA CODE,2,MARC ANTHONY'S BIRTHDAY
MARINOG,Rejected,Vulgar or degrading term,"OG, GANG REFERENCE",2,MY NAME
MMMM13,Rejected,Vulgar or degrading term,"13, GANG REFERENCE",2,
MVR88,Rejected,Vulgar or degrading term,"88, GANG REFERENCE",2,MY NAME INITIALS AND NUMBER 8
OPTKLD,Accepted,Sexual connotation,THE D COULD STAND FOR DICK,1,OPTICAL DYNAMICS
PGMMXIV,Rejected,Vulgar or degrading term,"XIV, 14, GANG REFERENCE",2,INITIALS AND BIRTH YEAR OF FIRST CHILD
PIE,Rejected,Sexual connotation,"PIE, ANOTHER WORD FOR VAGINA",1,
PTYLAX,Accepted,Sexual connotation,"CLOSE TO PITTY LAY, SEXUAL REFERENCE",1,PTY = PANAMA LAX = LOS ANGELES
REDRST,Rejected,Vulgar or degrading term,"RED, GANG REFERENCE",2,
REDZKNS,Rejected,Vulgar or degrading term,"RED, GANG REFERENCE",2,WASHINGTON REDSKINS THE FOOTBALL TEAM
RJEG13,Rejected,Vulgar or degrading term,"13, GANG REFERENCE",2,MY INITIALS (ROBERT JOHN GOOHS)
R8RSOG,Rejected,Vulgar or degrading term,"OG, GANG REFERENCE",2,MY NFL TEAM THE OAKLAND RAIDERS
SEPT369,Accepted,Sexual connotation,"69, SEXUAL REFERENCE",1,MY BIRTHDAY
SKULBOX,Accepted,Vulgar or degrading term,"SOUNDS LIKE A BOX TO KEEP SKULLS, SOUNDS HOSTILE",2,"""SKULL BOX."" CAR IS A BOX-SHAPED SCION DECORATED WITH SKULLS."
SPUKE,Rejected,Vulgar or degrading term,SIMILAR TO SPOOK WHICH IS A DEROGATORY WORD FOR A PERSON OF AFRICAN DECENT,2,
SR71F16,Accepted,Vulgar or degrading term,"REFERENCES TO FIGHTER JETS, WEAPON REFERENCE",2,AIRCRAFT I WORKED ON IN THE AIR FORCE  BEFORE RETIRING IN 3006
SX88ONR,Rejected,Vulgar or degrading term,"88, GANG REFERENCE",2,
TURDGEN,Rejected,Swear word or profane,"TURD, OBSCENE",3,I OWN A THIRD GEN CAMARO. THIRD RHYMES WITH TURD AND UNFORTUNATELY  3RD AND THIRD ARE TAKEN :(
USSHUMP,Rejected,Sexual connotation,"HUMP, SEXUAL REFERENCE",1,"I DRIVE A BIG BATTLE SHIP GREY TRUCK AND NICK NAME IS HUMP, FOR MY LAST  NAME OF HUMPHRIES"
UZGUYS,Accepted,Vulgar or degrading term,"UZ IS SIMILAR TO OOZIE, WEAPON REFERENCE",2,
VBOSS,Rejected,Sexual connotation,"V COULD STAND FOR VAGINA, VAGINA BOSS",1,
WMWMNMW,Accepted,Deleted from series,LOOK ALIKE,6,CODE ALIAS
ZBEHNTR,Accepted,Vulgar or degrading term,"HUNTER, HOSTILE",2,IT STANDS FOR ZOMBIE HUNTER.
ZCREWIT,Rejected,Swear word or profane,"SCREW IT, SIMILAR TO FUCK IT, SOME MAY FIND OFFENSIVE",3,
Z8N188,Rejected,Vulgar or degrading term,"88, GANG REFERENCE",2,BMW Z8 NUMBERED 188
1HBIC1,Rejected,Swear word or profane,HBIC STANDS FOR HEAD BITCH IN CHARGE,3,FIANCE'S INITIALS
14MIA17,Rejected,Vulgar or degrading term,"14, GANG REFERENCE",2,DAUGTHER NAME AND BIRTHDAY
14RS5,Accepted,Vulgar or degrading term,"14, GANG REFERENCE",2,YEAR AND MODEL OF AUDI RS5
1969Z,Accepted,Sexual connotation,"69, SEXUAL REFERENCE",1,PLATE IS GOING ON A 1969 CAMARO Z28
3BLOWN4,Rejected,Sexual connotation,BLOWN CAN BE A SEXUAL REFERENCE,1,THIS 1934 FORD HAS A BLOWN ENGINE
37TOPLS,Accepted,Sexual connotation,"TOPLESS, SEXUAL REFERENCE",1,CONVERTABLE
4916B2,Rejected,Vulgar or degrading term,"THE 916 STANDS OUT TO ME, AREA CODE",2,"APRIL 9, 2016 SPECIAL DATE"
49571,Rejected,Deleted from series,ALL DIGITS,6,"NUMBER TRANSLATION OF ""MINGA"" THE  BAVARIAN PRONUNCIATION OF ""MUNICH"""
5OHFERN,Rejected,Misrepresents law enforcement,POLICE REFERENCE,5,MY NAME
714SRT8,Rejected,Vulgar or degrading term,AREA CODE,2,MODEL OF THE VEHICLE JEEP SRT-8
8GEMUK8,Rejected,Vulgar or degrading term,"88, GANG REFERENCE",2,
ACABFTP,Rejected,Misrepresents law enforcement,"STANDS FOR ALL COPS ARE BASTARDS, FUCK THE POLICE",5,
FIGHTRR,Rejected,Vulgar or degrading term,"FIGHTER, HOSTILE",2,
RACE53O,Rejected,Vulgar or degrading term,AREA CODE,2,
MYPOOH,Rejected,Swear word or profane,"POO, OBSCENE",3,
PINKBG,Rejected,Sexual connotation,"PINK, SEXUAL REFERENCE",1,I HAVE A PINK BUG
REDMRZ,Rejected,Vulgar or degrading term,"RED, GANG REFERENCE",2,LOVE RED FEMALE HORSES
RSPAZ,Rejected,Negative connotation to group,"SPAZ, DEROGATORY TERM FOR SOMEONE WITH A DISABILITY",4,
FLYF18,Accepted,Vulgar or degrading term,"18, GANG REFERENCE",2,FLY F18 AIRCRAFT FOR THE US NAVY.
1USAF,Accepted,Swear word or profane,MOST LIKELY STANDS FOR UNITED STATES AIR FORCE BUT AF CAN ALSO STAND FOR AS FUCK,3,
CEGMF,Rejected,Swear word or profane,MF CAN STAND FOR MOTHER FUCKER,3,"CEG MULTIFAMILY   (FOR CEG MF, PLEASE ALLOW FOR A HALF SPACE BETWEEN G AND M)"
CUMINGS,Rejected,Sexual connotation,THE WAY ITS SPELT CAN HAVE A SEXUAL MEANING TO IT,1,(CUMMINS) IS A TYPE OF DIESEL ENGINE.
GOOOOG,Rejected,Vulgar or degrading term,"G, GANG REFERENCE",2,
G7777G,Rejected,Vulgar or degrading term,"G, GANG REFERENCE",2,
G9999G,Rejected,Vulgar or degrading term,"G, GANG REFERENCE",2,
HNTNTK,Accepted,Vulgar or degrading term,"HUNT, HOSTILE",2,HUNTING TRUCK
ITSHUGE,Rejected,Sexual connotation,"REFERENCE TO A PENIS, SEXUAL REFERENCE",1,THE PLATE IS FOR A NISSAN ARMADA AND ITS  VERY LARGE.
JBADTOY,Accepted,Sexual connotation,BAD TOY SOUNDS LIKE A SEXUAL REFERENCE TO AN ADULT TOY,1,JOHNS BAD TOY
JDMPORN,Rejected,Sexual connotation,"PORN, SEXUAL REFERENCE",1,
KA388,Accepted,Vulgar or degrading term,"88, GANG REFERENCE",2,
LOVESHK,Rejected,Sexual connotation,SEXUAL REFERENCE,1,LOVE SHACK IS A LITTLE TIN CABIN REFERENCED  IN A SONG OF THE B52S
NIKA7,Rejected,Vulgar or degrading term,NIKA CAN BE ANOTHER WORD FOR NIGGA,2,
RICEPIE,Rejected,Sexual connotation,"PIE, ANOTHER WORD FOR VAGINA",1,ANAGRAM OF OWNER'S NAME
TATA55,Rejected,Sexual connotation,A55 LOOKS LIKE ASS,1,MY AUNT TATAIANA GAVE ME THE VECHILE JUST SOMETHING TO REMEMBER HER BY
UNDEAD2,Accepted,Vulgar or degrading term,"DEAD, SOME MAY FIND HOSTILE",2,"IT IS A REFERENCE TO THE SHOW ""THE WALKING DEAD"""
1199ZO6,Rejected,Deleted from series,LOOK ALIKE,6,TYPE OF CORVETTE
84WLDCT,Accepted,Sexual connotation,"CAT, SEXUAL REFERENCE",1,1984 WILDCAT
O7TRD,Rejected,Swear word or profane,"TRD SIMILAR TO TURD, OBSCENE",3,2007 TOYOTA RACING DEVELOPMENT
BADOGST,Rejected,Vulgar or degrading term,"BAD OG, GANG REFERENCE",2,BAD (MEANING NOT TOO GOOD) OG = OLD GUY(I'M 65)  ST (FOCUS ST IS THE CAR)
BBADASP,Rejected,Swear word or profane,SIMILAR TO BAD ASS,3,"BAD SNAKE, ASP IS ONE OF THE MOST COMMON OF VIPERS."
BBWEST,Accepted,Sexual connotation,"BB CAN STAND FOR BAREBACK, SEXUAL REFERENCE",1,FOR MY BABY BOY WEST
BEASTB,Rejected,Swear word or profane,"THE B AT THE END COULD STAND FOR BITCH, BEAST BITCH, LIKE BAD BITCH",3,"THE CHALLENGER SCAT PACK LOGO IS A BEE, AND THE CAR IS A BEAST."
BIGD11,Rejected,Sexual connotation,"BIG D COULD STAND FOR BIG DICK, SEXUAL REFERENCE",1,BIG D IS A NICKNAME AND 11 IS BIRTHDAY
BLKS5O,Rejected,Misrepresents law enforcement,"5O, POLICE REFERENCE",5,SOCIAL MEDIA
BLUMOND,Accepted,Vulgar or degrading term,"BLUE, GANG REFERENCE",2,BLUE MONDAY- MONDAYS ARE BAD
BOATNHO,Rejected,Swear word or profane,"FROM THE MOVIE STEP BROTHERS, ""BOATS AND HOES""",3,BOAT AND HO ( MEANING FIRST MATE IN  NAUTICAL TERMS)
BROMO,Rejected,Negative connotation to group,"REFERENCE TO A ""BRO"" THAT HAPPENS TO BE GAY, LGBT REFERENCE",4,"NICKNAME, FIRST AND LAST NAME COMBINED"
B5BLUES,Accepted,Vulgar or degrading term,"BLUE, GANG REFERENCE",2,CAR COLOR
CATROLE,Accepted,Sexual connotation,"CAT, SEXUAL REFERENCE",1,ITS A MIXTURE OF MY NAME AND NICKNAME.
CEJJ14,Rejected,Vulgar or degrading term,"14, GANG REFERENCE",2,CHRIS/ JENNETTA 14
CHIKYBB,Rejected,Sexual connotation,"BB CAN STAND FOR BAREBACK, SEXUAL REFERENCE",1,BABY NAME
CRUMSBB,Accepted,Sexual connotation,"BB CAN STAND FOR BAREBACK, SEXUAL REFERENCE",1,LAST NAME AND BUMBLE BEE
CTNTACO,Rejected,Sexual connotation,"TACO IS ANOTHER WORD FOR VAGINA, SEXUAL REFERENCE",1,CART' N TACOS IS MY COMPANY
DCHSS,Accepted,Sexual connotation,MOST LIKELY DUTCHESS BUT IT IS SIMILAR TO DICKS,1,NICK NAME
DCOLT45,Rejected,Vulgar or degrading term,"COLT 45 IS A GUN, WEAPON REFERENCE",2,DAVE COLT 45
DHAMI88,Rejected,Vulgar or degrading term,"88, GANG REFERENCE",2,LAST NAME AND FAVORITE NUMBER
DIZNTS,Rejected,Sexual connotation,"THESE NUTS, SEXUAL REFERENCE",1,IM A CO OWNER OF A SMALL PEANUTS  COMPANY SO THIS PLATE REFLECT THE BUSINESS I AM IN
DMRBOSS,Rejected,Vulgar or degrading term,"DMR IS A TYPE OF GUN, WEAPON REFERENCE",2,MY CAR CLUB NAME
DMRPREZ,Rejected,Vulgar or degrading term,"DMR IS A TYPE OF GUN, WEAPON REFERENCE",2,INITIALS OF MY COMPANY
DPNSHR,Rejected,Sexual connotation,"THE D COULD STAND FOR DICK, DICK PUNISHER",1,I COACH FOOTBALL & THE KIDS CALL ME THE  PUNISHER.LOL
DRTRK88,Rejected,Vulgar or degrading term,"88, GANG REFERENCE",2,DIRT TRACK 88
DVILLE,Accepted,Sexual connotation,"THE D COULD STAND FOR DICK, DICK VILLE",1,CADILLAC DEVILLE
EATTEA,Rejected,Sexual connotation,"EAT, SEXUAL REFERENCE",1,EAT FOOD AND DRINK TEA
FATKATS,Rejected,Sexual connotation,"CAT, SEXUAL REFERENCE",1,GAMER TAG
FEB1311,Accepted,Vulgar or degrading term,"13, GANG REFERENCE",2,MY DECEASED SON'S BIRTHDAY
FIETON,Rejected,Vulgar or degrading term,"FIGHT ON, HOSTILE",2,"""FIGHT ON""; USC TROJAN MOTTO"
GCHUMP,Rejected,Vulgar or degrading term,"G, GANG REFERENCE",2,NICKNAME ON A PLAY OF MY LAST NAME.
GLAT,Accepted,Vulgar or degrading term,"G, GANG REFERENCE",2,G= GREG LAT=LATHAN
GNSTR41,Rejected,Vulgar or degrading term,"SIMILAR TO GANGSTER, GANG REFERENCE",2,GONZALES TREJO 1941Y
GOSUKIT,Rejected,Sexual connotation,"GO SUCK IT, VULGAR SEXUAL REFERENCE",1,NO MEANING
GREYCAT,Accepted,Sexual connotation,"CAT, SEXUAL REFERENCE",1,FAMILY PET
G38O,Accepted,Vulgar or degrading term,"G, GANG REFERENCE",2,OTHER MODEL OF CAR
HEROTIC,Rejected,Sexual connotation,"EROTIC, SEXUAL REFERENCE",1,"I AM A HEALER AND USE THE MONIKER HERETIC. A HERETIC IS SOMEONE THAT DOESN'T FIT INTO ANY CONVENTIONAL MOLD. THE ETYMOLOGY OF THE WORD HERETIC IS ""ABLE TO CHOOSE."""
HLLBENT,Accepted,Swear word or profane,"HELL, SOME MAY FIND IT TO BE A BAD WORD OR OFFENSIVE",3,BENT
HNTRTRK,Accepted,Vulgar or degrading term,"HUNT, HOSTILE",2,HUNTER'S TRUCK
HNT4DUX,Accepted,Vulgar or degrading term,"HUNT, HOSTILE",2,IM A DUCK HUNTER
HOTTNT,Rejected,Vulgar or degrading term,"TNT, WEAPON REFERENCE",2,HOT TAMMY AND TOMMY
HWA2HEL,Accepted,Swear word or profane,"HELL, SOME MAY FIND IT TO BE A BAD WORD OR OFFENSIVE",3,HIGHWAY TO HELL
ICYUNVM,Rejected,Vulgar or degrading term,"I SEE YOU ENVY ME, SOME MAY TAKE IT AS HOSTILE",2,A OLD SAYING
IDGAFX2,Rejected,Swear word or profane,I DON’T GIVE A FUCK,3,"DOGS NAMES: INGA, DODGER, GIGI, ALPHA, AND FIDO TIMES 2 OWNERS"
JKID5OH,Rejected,Misrepresents law enforcement,"5O, POLICE REFERENCE",5,JULIAN KID 5 LITER
JONSTRD,Rejected,Swear word or profane,"TRD SIMILAR TO TURD, OBSCENE",3,MY NAME AND TRUCK TYPE
JSAF89,Accepted,Swear word or profane,AF CAN STAND FOR AS FUCK,3,MINE AND MY WIFE'S INITIALS AND TOGETHER  SINCE 89
KATBOX2,Rejected,Sexual connotation,CAT AND BOX ARE BOTH SEXUAL REFERENCES,1,KATHYS BOX SHAPED CAR. THIS IS TO REPLACE  HER CURRENT PLATE KATBOXX
KATNAP,Accepted,Sexual connotation,"CAT, SEXUAL REFERENCE",1,A PLAY ON WORDS SINCE MY NAME IS KAT AND  THE TERM CAT NAP REFERS TO A QUICK NAP  OFTEN TAKEN BY CATS BUT HUMANS NOW USE  THE TERM
KIKILYM,Rejected,Vulgar or degrading term,"KILYM IS SIMILAR TO KILL HIM, HOSTILE",2,MY CARS NAME
LASHART,Rejected,Swear word or profane,"SHART, OBSCENE",3,EYELASH EXTENSIONS
LJ18K26,Accepted,Vulgar or degrading term,"18, GANG REFERENCE",2,LEONDRE JAZZ 18 KIRSCHELLE 26
LOVEPS,Rejected,Swear word or profane,"COULD BE LOVE PISS, OBSCENE",3,LOVE PALM SPRINGS
MEVSU,Rejected,Vulgar or degrading term,"YOU, HOSTILE",2,A MOTIVATIONAL SAYING THAT MY FATHER  WOULD SAY WHEN FACING DIFFICULT TIMES
MINI4BB,Accepted,Sexual connotation,"BB CAN STAND FOR BAREBACK, SEXUAL REFERENCE",1,MINI COOPER FOR BABY
MORTARS,Rejected,Vulgar or degrading term,WEAPON REFERENCE,2,MOS IN ARMY
MRTZZZS,Rejected,Sexual connotation,"COULD BE MR TEASE, SEXUAL REFERENCE",1,NAME
NICAZ,Rejected,Vulgar or degrading term,NICA IS SIMILAR TO NIGGA,2,NICARAGUAN NICKNAME
NKR88,Rejected,Vulgar or degrading term,NKR SOUNDS TOO SIMIALR TO NIGGER AND 88 IS ALSO A GANG RERERENCE,2,"NAME ABRIV., AND DOB"
NOMAMIZ,Rejected,Swear word or profane,"SIMILAR TO NO MAMES WHICH IS A VULGAR WAY OF SAYING ""YOU'RE KIDDING"" OR IN OTHER TERMS ""DON’T FUCK WITH ME""",3,NOTHING
OQDQODQ,Rejected,Deleted from series,ALL DIGITS,6,SPECIAL CODE
OREN88,Rejected,Vulgar or degrading term,"88, GANG REFERENCE",2,MOVIE CHARACTER NAME
OTRO1,Accepted,Vulgar or degrading term,OTR CAN STAND FOR ON THE RAG,2,ON THE RISE
OTRO2,Accepted,Vulgar or degrading term,OTR CAN STAND FOR ON THE RAG,2,ON THE RISE
OTRO3,Accepted,Vulgar or degrading term,OTR CAN STAND FOR ON THE RAG,2,ON THE RISE
O1O2,Accepted,Deleted from series,ALL DIGITS,6,ANNIVERSARY
O26O11M,Rejected,Deleted from series,LOOK ALIKE,6,VW VINTAGE PERSONAL JOKE.
O31323M,Rejected,Deleted from series,LOOK ALIKE,6,DOB
O31323S,Rejected,Deleted from series,LOOK ALIKE,6,DOB
O9HTROD,Accepted,Sexual connotation,ROD CAN BE ANOTHER WORD FOR PENIS,1,2009 HOTROD FOR MY 09 CHALLENGER SRT8
PANZERW,Rejected,Vulgar or degrading term,"PANZERWAGEN IS A TANK, WEAPON REFERENCE",2,"MERCEDES CALLED THE 450SL THE ""PANZERWAGON"" FOR BEING OVER  ENGINEERED TO MEET CA SAFETY STANDARDS IN 1970"
PCKDOFF,Rejected,Swear word or profane,LOOKS LIKE PUCKED OFF WHICH IS SIMILAR TO FUCKED OFF,3,A PICK OFF TO FIRST BASE IN BASEBALL
PHAK55,Rejected,Swear word or profane,SOUNDS SIMILAR TO FUCK,3,"I WAS IN CUB SCOUT PAC 55, BECAME TROOP  LEADER NOW SON IS IN PAC 55"
POKEYOU,Rejected,Sexual connotation,COULD BE TAKEN AS SEXUAL,1,NAME OF MY FATHERS RESTAURANT.  WE SERVE JAPANESE POKE.
P925VAD,Rejected,Vulgar or degrading term,AREA CODE,2,"LAST NAME, SPECIAL DATE, KIDS INITIALS"
RANCHOG,Rejected,Vulgar or degrading term,"G, GANG REFERENCE",2,RANCH IN SPANISH WITH LAST NAME INITIAL
RDDVL5O,Rejected,Misrepresents law enforcement,"5O, POLICE REFERENCE",5,REDDEVIL50
RDNKRDE,Rejected,Negative connotation to group,"RED NECK RIDE, NEGATIVE TERM FOR PEOPLE IN RURAL AREAS",4,RED NECK RIDE
REDDV,Accepted,Vulgar or degrading term,"RED, GANG REFERENCE",2,RED FIVE
REDWDOW,Accepted,Vulgar or degrading term,"RED, GANG REFERENCE",2,"RED WIDOW. WANTED BLACK WIDOW, WASNT AVAILABLE SO CHOSE RED AS THE COLOR"
REELADK,Rejected,Sexual connotation,LOOKS LIKE REEL A DICK,1,IM FISHING FANATIC AND  THE PLATES REFLECT THAT I LOVE MY FISHING REELS  AND ANYTHING THAT HAS TO DO WITH FISHING.
ROADHED,Rejected,Sexual connotation,SEXUAL REFERENCE,1,THE ROAD THAT LIES AHEAD IS MY PASSION FOR DRIVING.
RS14,Rejected,Vulgar or degrading term,"14, GANG REFERENCE",2,ROUSH RS PACKAGE MODEL 2014
RTD5O,Rejected,Misrepresents law enforcement,"5O, POLICE REFERENCE",5,RETIRED OFFICER
RVLVRX,Rejected,Vulgar or degrading term,"REVOLVER, WEAPON REFERENCE",2,REVOLVER CROSS FITNESS DUMBBELL IS A NEW TYPE OF WORKOUT DEVICE FOR  STAYING IN SHAPE
R88EDR,Rejected,Vulgar or degrading term,RATED R SOUNDS LIKE IT COULD BE SEXUAL/BAD AND 88 IS ALSO A GANG REFERENCE,2,PERSONAL
SA8O5RM,Rejected,Vulgar or degrading term,AREA CODE,2,SOPHIA 805 RUBEN
SBCC31O,Rejected,Vulgar or degrading term,AREA CODE,2,THE CAR CLUB I FOUNDED BACK IN 2010
SCAT92,Rejected,Swear word or profane,"SCAT IS ANOTHER WORD FOR POOP, OBSCENE",3,SCAT MEANING SCATPACK PACKAGE ON VEHICLE  92 MEANING YEAR OF BIRTH
SEIBDSL,Accepted,Sexual connotation,DSL CAN STAND FOR DICK SUCKING LIPS,1,LAST NAME /ENGINE TYPE
SIKHFX,Rejected,Swear word or profane,SIMILAR TO SICK FUCKS,3,MY RELIGION: SIKHISM AND MODEL OF MY CAR  FX35
SIKSCAT,Rejected,Swear word or profane,"SCAT IS ANOTHER WORD FOR POOP, OBSCENE",3,SICK SCATPACK. MY CAR MODEL IS A DODGE  SCATPACK
